Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.9966666666666667,0.8522222222222222
Error Rate,0.0033333333333332993,0.14777777777777779
Precision,0.9966996699669967,0.8908101543329199
Recall,0.9966591107752937,0.852890054372787
F1 Score,0.9966664991540614,0.851496601291899
