Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.8544444444444445,0.8522222222222222
Error Rate,0.14555555555555555,0.14777777777777779
Precision,0.8920221570236168,0.8908101543329199
Recall,0.8550382979984296,0.852890054372787
F1 Score,0.8547191622779226,0.851496601291899
