Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.949748743718593,0.8994974874371859
Error Rate,0.05025125628140703,0.10050251256281406
Precision,0.9570296514844104,0.9131029649235495
Recall,0.9479555219023873,0.8970734012546663
F1 Score,0.9488177914312564,0.8984195230517388
