Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.9829145728643216,0.8994974874371859
Error Rate,0.0170854271356784,0.10050251256281406
Precision,0.9830290262172285,0.9131029649235495
Recall,0.9831970821089882,0.8970734012546663
F1 Score,0.9830879870615457,0.8984195230517388
