Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.8954773869346734,0.8994974874371859
Error Rate,0.10452261306532662,0.10050251256281406
Precision,0.9157996345750335,0.9131029649235495
Recall,0.8919237198010214,0.8970734012546663
F1 Score,0.8927956177923004,0.8984195230517388
