Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.9016393442622951,0.7540983606557377
Error Rate,0.09836065573770492,0.24590163934426235
Precision,0.9043956043956044,0.755
Recall,0.8982683982683983,0.7483766233766234
F1 Score,0.9003267973856208,0.7497949138638228
