Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.7840909090909091,0.7840909090909091
Error Rate,0.21590909090909094,0.21590909090909094
Precision,0.7911324786324787,0.7867048054919908
Recall,0.8020729270729271,0.8003246753246753
F1 Score,0.7880163043478261,0.7848984855063882
