Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.5666666666666667,0.8666666666666667
Error Rate,0.43333333333333335,0.1333333333333333
Precision,0.49711538461538457,0.8212121212121212
Recall,0.5277777777777778,0.8041666666666666
F1 Score,0.5056818181818181,0.8069875776397515
