Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.7534246575342466,0.5753424657534246
Error Rate,0.2465753424657534,0.4246575342465754
Precision,0.7909471480900051,0.5089191232048375
Recall,0.7340195727413772,0.5232485976846879
F1 Score,0.7351814058956915,0.49969880016463863
