Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.8076923076923077,0.7136094674556213
Error Rate,0.1923076923076923,0.28639053254437874
Precision,0.8028198574329375,0.7557352042811382
Recall,0.881014922733016,0.8049260665187715
F1 Score,0.8117080264801801,0.7338388370261681
