Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.8094674556213017,0.7136094674556213
Error Rate,0.19053254437869827,0.28639053254437874
Precision,0.8155950351404394,0.7557352042811382
Recall,0.875414009397152,0.8049260665187715
F1 Score,0.8181550499923381,0.7338388370261681
