Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.676923076923077,0.7136094674556213
Error Rate,0.32307692307692304,0.28639053254437874
Precision,0.7368465504415855,0.7557352042811382
Recall,0.787654396443236,0.8049260665187715
F1 Score,0.6962696811259577,0.7338388370261681
