Metric,DTW 1NN,Euclidean 1NN
Accuracy,0.6444444444444445,0.5388888888888889
Error Rate,0.3555555555555555,0.46111111111111114
Precision,0.6470588235294117,0.5390092879256966
Recall,0.6444444444444444,0.5388888888888889
F1 Score,0.6428571428571428,0.5385328185328185
